split,image,plate_text,xmin,ymin,xmax,ymax,width,height
train,ML24.jpg,ML0563550,109.0,116.0,163.0,130.0,271,182
train,WB22.jpg,WB20H0271,106.0,247.0,164.0,264.0,272,364
train,TR8.jpg,TR01E2157,106.0,36.0,164.0,57.0,271,187
train,ML10.jpg,ML06A1659,126.0,152.0,178.0,164.0,268,180
train,AP43.jpg,AP31BG7827,110.0,322.0,198.0,344.0,272,363
train,AN4.jpg,AN01M4M,82.0,229.0,141.0,245.0,272,363
train,SK3.jpg,SK01PA7708,104.0,237.0,183.0,256.0,272,363
train,TS8.jpg,TS09EG6565,92.0,339.0,179.0,360.0,272,608
train,CH2.jpg,CH01BL3528,109.0,140.0,189.0,160.0,272,204
train,PY17.jpg,PY02S9326,85.0,135.0,170.0,156.0,272,204
train,JK8.jpg,JK02W2657,100.0,253.0,183.0,270.0,269,333
train,AP13.jpg,AP39JJ5441,96.0,191.0,169.0,210.0,272,363
train,GA2.jpg,GA08M0184,99.0,299.0,200.0,328.0,272,590
train,PY7.jpg,PY036993,116.0,312.0,188.0,331.0,272,364
train,CH1.jpg,CH01BQ5604,34.0,132.0,69.0,145.0,272,174
train,DL10.jpg,DL9CAE1359,98.0,215.0,161.0,228.0,272,363
train,AS15.jpg,AS01BF9673,86.0,274.0,177.0,293.0,272,336
train,HR10.jpg,HR26BY4812,93.0,123.0,184.0,144.0,272,244
train,JH3.jpg,JH01DB1881,108.0,131.0,167.0,145.0,272,204
train,TS12.jpg,TS09UA7948,87.0,343.0,186.0,363.0,272,590
train,OD4.jpg,OD02C2836,124.0,328.0,219.0,350.0,272,586
train,TS11.jpg,TS08FZ8298,135.0,223.0,197.0,248.0,271,326
train,MH15.jpg,MH05EQ4066,68.0,232.0,170.0,258.0,272,363
train,SK5.jpg,SK01PB3596,105.0,418.0,173.0,431.0,272,606
train,UP29.jpg,UP14AF3804,80.0,309.0,167.0,329.0,272,605
train,ML13.jpg,ML05H1958,97.0,319.0,180.0,335.0,272,603
train,CG15.jpg,CG07BR3255,109.0,130.0,166.0,142.0,272,204
train,MH24.jpg,MH04HF5092,90.0,173.0,178.0,190.0,272,229
train,UK1.jpg,UK08W2276,91.0,217.0,167.0,236.0,272,363
train,SK10.jpg,SK01PB5004,69.0,191.0,127.0,205.0,272,363
train,OD26.jpg,OD021481,106.0,190.0,199.0,215.0,272,363
train,CG21.jpg,CG04FJ5834,106.0,156.0,165.0,169.0,272,204
train,PY9.jpg,PY055353,98.0,255.0,172.0,272.0,272,363
train,KA19.jpg,KA03MQ6984,101.0,158.0,167.0,176.0,272,247
train,PY2.jpg,PY01CM9549,91.0,264.0,189.0,285.0,269,333
train,DL2.jpg,DL6CR7002,96.0,114.0,171.0,131.0,272,204
train,BR14.jpg,BR01BL6628,21.0,185.0,68.0,223.0,272,363
train,WB6.jpg,WB02AH4655,108.0,247.0,181.0,266.0,272,363
train,HR21.jpg,HR4281329,95.0,109.0,165.0,123.0,272,153
train,MH1.jpg,MH06AB8620,98.0,126.0,178.0,145.0,271,168
train,AS19.jpg,AS06U1295,84.0,247.0,168.0,269.0,272,363
train,AS18.jpg,AS04P4549,95.0,219.0,148.0,233.0,272,370
train,ML5.jpg,ML05D0571,103.0,221.0,158.0,234.0,272,363
train,JK11.jpg,JK03D7750,94.0,340.0,164.0,358.0,272,593
train,UK3.jpg,UK185763,92.0,306.0,175.0,326.0,272,604
train,AP42.jpg,AP31TV6847,115.0,94.0,184.0,110.0,272,204
train,HR6.jpg,HR26DJ8832,102.0,266.0,172.0,282.0,272,363
train,ML21.jpg,ML05J3288,103.0,210.0,174.0,227.0,270,243
train,AP8.jpg,AP16DP7065,100.0,220.0,172.0,237.0,272,366
train,AP5.jpg,AP39TP0211,93.0,163.0,155.0,179.0,272,363
train,JK3.jpg,JK02BL1212,104.0,169.0,171.0,185.0,272,204
val,CH8.jpg,CH01A09331,59.0,184.0,140.0,201.0,272,204
val,AP33.jpg,AP31DA0020,98.0,231.0,182.0,251.0,272,484
val,CH7.jpg,CH01AL4920,96.0,160.0,204.0,186.0,272,204
val,DL7.jpg,DL12CK8643,98.0,214.0,170.0,230.0,272,305
val,NL3.jpg,NL078440,118.0,144.0,197.0,172.0,272,204
val,OD15.jpg,OD05Y5787,110.0,56.0,171.0,72.0,268,109
val,SK4.jpg,SK01PA4521,190.0,274.0,247.0,306.0,272,363
val,PB30.jpg,PB08DY4824,74.0,102.0,130.0,112.0,272,153
val,AP12.jpg,AP310U7562,77.0,226.0,132.0,248.0,272,363
val,TS2.jpg,TS07EL3335,112.0,232.0,172.0,247.0,272,363
val,DN6.jpg,DN0901438,74.0,70.0,130.0,83.0,272,153
val,KA12.jpg,KA02MF3336,98.0,111.0,169.0,128.0,272,204
val,AN1.jpg,AN01P9687,94.0,364.0,185.0,385.0,272,575
val,TN7.jpg,TN07BT5778,98.0,232.0,183.0,249.0,272,363
val,MN5.jpg,MN01G5395,113.0,162.0,181.0,178.0,272,204
val,TS13.jpg,TS15ES0894,88.0,233.0,198.0,261.0,272,363
val,BR12.jpg,BR03PA3803,106.0,130.0,154.0,141.0,272,153
val,PB19.jpg,PB10CX0209,111.0,152.0,170.0,165.0,272,204
val,GJ2.jpg,GJ15CB3980,89.0,185.0,176.0,210.0,272,484
val,RJ6.jpg,RJ23CB2272,154.0,261.0,229.0,295.0,272,484
val,CG14.jpg,CG09JA2359,91.0,136.0,138.0,145.0,272,204
val,KA2.jpg,KA05MF1762,108.0,133.0,170.0,148.0,272,204
val,PB17.jpg,PB23S8600,80.0,158.0,166.0,177.0,272,204
val,KL16.jpg,KL43D4444,95.0,222.0,179.0,242.0,272,363
val,OD20.jpg,OD01Q4668,116.0,121.0,191.0,138.0,271,156
val,DL35.jpg,DL3CBS5881,78.0,306.0,155.0,324.0,272,483
val,KA7.jpg,KA51P7755,128.0,154.0,167.0,162.0,272,204
val,PB12.jpg,PB07BY3563,89.0,135.0,179.0,155.0,272,240
val,AR8.jpg,AR08983,32.0,299.0,73.0,316.0,272,592
val,JH16.jpg,JH10S5378,65.0,313.0,170.0,347.0,272,604
val,BR5.jpg,BR01BE0777,100.0,297.0,169.0,311.0,272,363
val,ML37.jpg,ML08E9223,112.0,91.0,155.0,103.0,272,127
val,JH13.jpg,JH01AM2354,108.0,231.0,181.0,247.0,270,332
val,TN10.jpg,TN69AJ4455,79.0,242.0,184.0,264.0,272,304
val,ML16.jpg,ML133317,25.0,87.0,76.0,115.0,272,136
val,PB15.jpg,PB30L5010,99.0,293.0,171.0,310.0,272,484
val,PY13.jpg,PY01CG2929,96.0,291.0,177.0,311.0,272,363
val,AN10.jpg,AN01K9412,109.0,168.0,165.0,181.0,272,363
val,HR11.jpg,HR01H4731,95.0,250.0,196.0,273.0,270,331
val,UP14.jpg,UP16BD4866,77.0,301.0,159.0,332.0,270,573
val,HP22.jpg,HP64B3380,85.0,198.0,157.0,215.0,272,363
val,DL33.jpg,DL4CNA7231,94.0,272.0,168.0,291.0,272,364
val,TS10.jpg,TS11EQ2914,84.0,300.0,182.0,322.0,272,605
val,GA3.jpg,GA01S5594,106.0,274.0,164.0,287.0,272,363
val,KL19.jpg,KL43D4389,104.0,120.0,155.0,131.0,272,204
val,ML7.jpg,ML069642,80.0,232.0,171.0,257.0,272,363
val,DL20.jpg,DL12CL2555,107.0,115.0,175.0,130.0,272,204
val,ML31.jpg,ML05J8950,58.0,132.0,179.0,151.0,272,181
val,TR6.jpg,TR01BG0365,105.0,93.0,152.0,104.0,272,125
val,PB20.jpg,PB31R8123,104.0,164.0,165.0,178.0,272,256
val,MH20.jpg,MH12KJ7659,101.0,233.0,179.0,249.0,272,300
val,AS11.jpg,AS01DS7523,80.0,94.0,120.0,104.0,231,143
val,ML17.jpg,ML05L5154,104.0,241.0,176.0,258.0,272,293
val,RJ10.jpg,RJ14CM3730,98.0,277.0,175.0,295.0,272,363
val,AN6.jpg,AN01H1689,121.0,229.0,184.0,246.0,271,306
val,RJ9.jpg,RJ20UB0137,101.0,261.0,171.0,275.0,272,363
val,JK22.jpg,JK01AL4613,99.0,135.0,155.0,150.0,272,204
val,DL12.jpg,DL5CH7599,101.0,229.0,185.0,251.0,272,363
val,UP20.jpg,UP14AK8604,102.0,151.0,174.0,168.0,272,204
val,HR18.jpg,HR26DM2296,96.0,333.0,164.0,352.0,272,605
val,PY8.jpg,PY01BD9020,100.0,396.0,207.0,427.0,272,568
val,GJ23.jpg,GJ01RS0198,116.0,117.0,175.0,130.0,272,204
val,GJ25.jpg,GJ01HM5887,108.0,135.0,167.0,151.0,272,153
val,TR9.jpg,TR01AS0609,88.0,313.0,171.0,337.0,272,590
val,KA11.jpg,KA04MK0368,101.0,151.0,167.0,165.0,272,204
val,TR4.jpg,TR01N0481,102.0,148.0,164.0,163.0,272,204
val,UP4.jpg,UP16U3849,169.0,347.0,266.0,384.0,272,581
val,TR1.jpg,TR05B0308,83.0,94.0,163.0,110.0,271,242
val,UK6.jpg,UK07055789,111.0,274.0,188.0,291.0,272,363
val,KA8.jpg,KA51D9662,113.0,162.0,192.0,180.0,272,204
val,AS8.jpg,AS01AM1419,97.0,242.0,164.0,258.0,272,363
val,AS1.jpg,AS23H2866,143.0,251.0,216.0,271.0,272,363
val,OD6.jpg,OR08F1001,99.0,330.0,177.0,357.0,271,545
val,AP26.jpg,AP31BR9501,96.0,45.0,179.0,63.0,272,213
val,ML33.jpg,ML04B8918,86.0,277.0,169.0,299.0,272,590
val,UK9.jpg,UK06J3953,96.0,334.0,173.0,353.0,272,363
val,WB19.jpg,WB061061,84.0,174.0,170.0,199.0,272,364
val,JH17.jpg,JH01AR2011,108.0,143.0,161.0,155.0,270,184
val,AS23.jpg,AS19D9919,81.0,76.0,179.0,102.0,272,153
val,CG7.jpg,CG08K2057,76.0,372.0,165.0,390.0,272,575
val,GJ13.jpg,GJ06KP8508,94.0,143.0,180.0,163.0,272,204
val,GJ6.jpg,GJ06FK2977,95.0,150.0,177.0,168.0,272,204
val,JK5.jpg,JK05H3594,83.0,330.0,167.0,352.0,272,598
val,WB12.jpg,WB26S5093,95.0,166.0,184.0,187.0,272,204
val,HP2.jpg,HP16A2014,113.0,295.0,231.0,317.0,272,363
val,JK6.jpg,JK01R8021,158.0,245.0,220.0,275.0,272,363
val,ML29.jpg,ML04C4738,111.0,71.0,189.0,87.0,271,160
val,DL19.jpg,DL1CT2782,102.0,162.0,181.0,177.0,272,204
val,JK14.jpg,JK11D8143,75.0,372.0,179.0,395.0,272,484
val,JK27.jpg,JK01D8354,163.0,227.0,243.0,262.0,272,363
val,ML28.jpg,ML08C8061,72.0,234.0,158.0,255.0,272,363
val,JH1.jpg,JH01Z3792,77.0,328.0,225.0,356.0,272,363
val,WB3.jpg,WB70G3763,94.0,146.0,171.0,163.0,272,204
val,JK10.jpg,JK02AK8967,108.0,168.0,187.0,187.0,272,204
val,DL3.jpg,DL8CAU6883,118.0,290.0,190.0,307.0,272,484
val,PY1.jpg,PY01Q7947,97.0,282.0,172.0,299.0,272,363
val,MP4.jpg,MP09CK4943,99.0,199.0,158.0,213.0,272,363
val,TN5.jpg,TN47T4464,108.0,341.0,190.0,360.0,272,606
val,HP18.jpg,HP24C8D32,140.0,283.0,183.0,293.0,272,363
val,KA9.jpg,KA01MB9714,100.0,261.0,168.0,275.0,272,363
val,HP17.jpg,HP20E3953,79.0,245.0,176.0,265.0,272,363
val,AS20.jpg,AS01AT8119,51.0,124.0,114.0,152.0,272,189
val,JK13.jpg,JK01AF7715,88.0,176.0,185.0,196.0,272,257
val,MP9.jpg,MP45G0872,189.0,216.0,248.0,248.0,272,471
val,KL10.jpg,KL45C4411,58.0,201.0,130.0,230.0,272,363
val,WB23.jpg,WB20AG9041,93.0,143.0,180.0,161.0,272,216
val,HR13.jpg,HR51AQ0911,101.0,245.0,180.0,265.0,272,363
val,AS10.jpg,AS01DG6002,99.0,358.0,177.0,379.0,272,603
val,KL6.jpg,KL46R3613,91.0,229.0,169.0,244.0,272,363
val,HP4.jpg,HP48B2252,60.0,227.0,132.0,246.0,272,363
val,JK15.jpg,JK02AJ1525,93.0,183.0,168.0,199.0,272,363
val,ML35.jpg,ML05G3474,123.0,225.0,191.0,242.0,272,363
val,PY14.jpg,PY01CV2447,121.0,224.0,183.0,252.0,272,363
val,DN8.jpg,DN09C0868,55.0,268.0,133.0,291.0,272,484
val,WB5.jpg,WB06G4120,105.0,256.0,187.0,280.0,272,363
val,GA4.jpg,GA01C2098,119.0,252.0,227.0,307.0,272,363
val,AS26.jpg,AS06Z0841,106.0,135.0,168.0,149.0,272,204
val,JK12.jpg,JK01AD3147,106.0,241.0,180.0,259.0,268,328
val,HP15.jpg,HP22E8000,111.0,156.0,170.0,169.0,272,214
val,ML11.jpg,ML05L1434,46.0,77.0,115.0,106.0,272,193
test,ML26.jpg,ML068346,93.0,249.0,171.0,271.0,272,363
test,DN7.jpg,DN0909704,106.0,362.0,179.0,381.0,272,585
test,ML20.jpg,ML137827,128.0,252.0,206.0,272.0,272,363
test,PB5.jpg,PB2313752,37.0,216.0,79.0,231.0,268,314
test,UP3.jpg,UP80FA1666,91.0,145.0,174.0,165.0,272,363
test,UP24.jpg,UP27Z7322,76.0,254.0,161.0,273.0,272,363
test,CG16.jpg,CG07R2684,90.0,128.0,137.0,139.0,272,204
test,WB2.jpg,WB02M8447,83.0,420.0,187.0,445.0,272,606
test,BR11.jpg,BR02AF7424,77.0,211.0,141.0,225.0,272,363
test,JK36.jpg,JK072483,137.0,286.0,203.0,322.0,272,484
test,HR12.jpg,HR29R9466,149.0,275.0,198.0,294.0,272,331
test,AR11.jpg,AR01J0123,26.0,415.0,217.0,447.0,272,597
test,AS24.jpg,AS23G2612,90.0,343.0,183.0,366.0,272,539
test,GJ24.jpg,GJ23CC8798,102.0,348.0,172.0,365.0,272,581
test,ML18.jpg,ML10B4503,69.0,417.0,163.0,444.0,272,604
test,JK7.jpg,JK11B4928,142.0,233.0,218.0,253.0,272,363
test,BR10.jpg,BR32PA6558,112.0,235.0,192.0,255.0,272,363
test,ML34.jpg,ML05H6564,103.0,153.0,181.0,170.0,271,404
test,DL11.jpg,DL9CAP8884,90.0,219.0,180.0,241.0,272,363
test,UK7.jpg,UK07AM5665,87.0,180.0,158.0,194.0,272,363
test,PY10.jpg,PY01CE4149,91.0,274.0,184.0,295.0,272,363
test,AR1.jpg,AR048395,99.0,110.0,156.0,122.0,272,153
test,JK1.jpg,JK02BF5058,101.0,209.0,185.0,231.0,272,363
test,MH23.jpg,MH49AS5099,108.0,145.0,164.0,157.0,272,204
test,ML15.jpg,ML111909,88.0,282.0,188.0,306.0,272,363
test,CG12.jpg,CG12AG1130,84.0,260.0,180.0,281.0,272,363
test,ML36.jpg,ML08B1100,116.0,225.0,176.0,244.0,272,363
test,BR8.jpg,BR01DG6692,99.0,132.0,161.0,145.0,272,153
test,WB28.jpg,WB02AM8548,85.0,305.0,180.0,326.0,272,363
test,MH16.jpg,MH12GR862,106.0,245.0,171.0,264.0,272,327
test,HP20.jpg,HP2020TR6255G,44.0,158.0,98.0,175.0,153,272
test,DL9.jpg,DL2CH8634,94.0,96.0,147.0,108.0,272,134
test,WB11.jpg,WB08A4101,78.0,304.0,173.0,328.0,272,570
test,MH2.jpg,MH48AK2798,93.0,165.0,157.0,179.0,209,191
test,WB25.jpg,WB06H2237,17.0,116.0,64.0,139.0,272,172
test,DN4.jpg,DN09J0032,91.0,206.0,182.0,228.0,270,505
test,AN7.jpg,AN01H0908,89.0,366.0,192.0,391.0,272,590
test,JK23.jpg,JK02CC0447,76.0,194.0,159.0,218.0,270,322
test,PB26.jpg,PB04T0678,23.0,244.0,92.0,295.0,272,363
test,HP5.jpg,HP01N0304,89.0,187.0,175.0,205.0,272,363
test,OD19.jpg,OD11P6123,99.0,130.0,165.0,148.0,272,204
test,WB27.jpg,WB02AD4162,101.0,165.0,187.0,186.0,272,281
test,GJ5.jpg,GJ1SCG7928,92.0,267.0,174.0,285.0,272,350
test,UP5.jpg,UP32EC5577,99.0,282.0,167.0,300.0,272,602
test,AP3.jpg,AP2D4014,175.0,273.0,249.0,320.0,272,363
test,TR10.jpg,TR07D0569,93.0,329.0,185.0,348.0,272,604
test,HR17.jpg,HR26BK8597,91.0,282.0,180.0,306.0,272,603
test,HP3.jpg,HP666807,80.0,278.0,167.0,303.0,272,363
test,BR9.jpg,BR01AW1250,168.0,219.0,218.0,240.0,272,363
test,AP34.jpg,AP37EJ2277,98.0,7.0,183.0,22.0,267,94
test,AP4.jpg,AP39HZ0087,111.0,138.0,171.0,150.0,272,205
test,OD23.jpg,OR21E1033,108.0,118.0,161.0,129.0,193,153
test,BR3.jpg,BR01AZ6290,112.0,213.0,178.0,228.0,272,363
test,UP16.jpg,UP32KW7325,75.0,295.0,152.0,320.0,272,546
test,CG17.jpg,CG07MA2529,103.0,122.0,155.0,135.0,272,204
test,DL26.jpg,DL11CA4900,90.0,285.0,193.0,308.0,272,363
test,HP8.jpg,HP719898,104.0,166.0,178.0,188.0,272,363
test,HR8.jpg,HR20X8432,95.0,288.0,186.0,309.0,272,484
test,JK2.jpg,JK02BJ7997,82.0,143.0,191.0,173.0,270,219
test,AP27.jpg,AP31EF1155,98.0,197.0,174.0,216.0,272,363
test,CG9.jpg,CG04HC4887,86.0,196.0,182.0,220.0,272,363
